genres,app_name,price,metascore,release_year
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Black Flag - “Rise Above”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – REO Speedwagon - “Take It on the Run”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,2.99,72,2017
['Adventure'],Nancy Drew®: Treasure in the Royal Tower,9.99,72,2001
"['Adventure', 'Indie', 'Simulation']",Impact Winter,19.99,62,2017
"['Action', 'Adventure', 'Indie']",The Art of TY the Tasmanian Tiger,5.99,72,2017
"['Action', 'Adventure', 'Indie']",TY the Tasmanian Tiger Soundtrack,4.99,72,2017
"['Action', 'Indie', 'RPG']",ReVeN: XBridge,9.99,72,2017
"['Adventure', 'Casual', 'Indie', 'Simulation']",Heart's Medicine - Hospital Heat - Soundtrack,2.99,72,2017
"['Adventure', 'Indie']",The Fidelio Incident,9.99,69,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",STLD Redux: Episode 02,4.99,72,2017
"['Adventure', 'Casual', 'Indie', 'Simulation']",Heart's Medicine - Hospital Heat,12.99,72,2017
"['Indie', 'Strategy']",Bionic Attack,14.99,72,2017
"['Adventure', 'Casual', 'Indie', 'Early Access']",Running Through Russia,0.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Dangerous Bullets,1.99,72,2017
"['Action', 'Indie']",Masked Shooters,0.99,72,2017
"['Indie', 'Simulation']",Tower!2011:SE - Washington [KIAD] Airport,9.99,72,2017
['Strategy'],Sudden Strike 2 Gold,5.99,72,2002
['Strategy'],Sudden Strike Gold,5.99,72,2001
"['Action', 'Free to Play', 'Strategy']",Dropzone - Pilot Pack: Threshing Trio,9.99,72,2017
['Strategy'],Sudden Strike 3,5.99,72,2007
"['Casual', 'Indie', 'RPG']",Oafmatch,5.99,72,2017
"['Action', 'Indie']",Nongünz,6.99,72,2017
"['Action', 'Indie']",Nongünz Soundtrack,3.99,72,2017
"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Supernatural Forces Killer Pack,1.99,72,2017
"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Monthly Murderers Series 1,0.99,72,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access']",You Are God,4.99,72,2017
"['Free to Play', 'Indie', 'Simulation']",World of Guns: Revolver Pack #1,9.99,72,2017
"['Action', 'Adventure', 'Indie']",Hyper Knights,4.99,72,2017
"['Adventure', 'Casual', 'Indie']",The Great Gatsby: Secret Treasure,5.99,72,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Production Line,17.99,72,2017
"['Action', 'Indie', 'Early Access']",Ravenfield,14.99,72,2017
"['Simulation', 'Early Access']",Flight Sim World,24.99,72,2017
"['Adventure', 'Casual']",Ghost Files: The Face of Guilt,9.99,72,2017
"['Indie', 'Racing', 'Simulation', 'Sports']",Assetto Corsa - Ready To Race Pack,7.99,72,2017
"['Action', 'Indie']",Necrosphere,4.99,72,2017
"['Action', 'Adventure']",Watch_Dogs® 2 - No Compromise,9.99,72,2017
"['Adventure', 'Indie']",Bokida - Heartfelt Reunion Soundtrack,8.99,72,2017
['Simulation'],TS Marketplace: British Railways S15 Livery Pack Add-On,4.99,72,2017
"['Action', 'Indie']",No Stick Shooter,5.99,72,2017
"['Action', 'Indie']",Dinosaur Forest,1.99,72,2017
['Indie'],Timore 5: The Flood,2.99,72,2017
"['Action', 'RPG']",The Surge - CREO Special Employee Kit,2.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Spaceship Looter,9.99,72,2017
['Action'],DOA5LR Rodeo Time Costume Set,19.99,72,2017
"['Action', 'Casual', 'Indie', 'Early Access']",XGun-Weapon Evolution,3.99,72,2017
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Oslo,29.99,72,2017
"['Action', 'Indie', 'Strategy']",Mark II “Falling Closet” - Awesomenauts Droppod,7.99,72,2017
"['Adventure', 'Indie', 'Early Access']",The Frost,8.99,72,2017
"['Action', 'Simulation', 'Strategy']",Arma 3 Jets,11.99,72,2017
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",ROKH,24.99,72,2017
['Strategy'],Star Realms - Colony Wars,4.99,72,2017
['RPG'],Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Art Book / デジタル・アートブック,4.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Runic Rampage - Soundtrack,3.99,72,2017
"['Action', 'Adventure', 'Simulation']",Cyberia,9.99,72,1994
"['Adventure', 'Casual', 'Indie']",克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,14.99,72,2017
"['Adventure', 'Indie']",Old Man's Journey - Soundtrack,6.99,72,2017
"['Adventure', 'Casual', 'Indie']",Old Man's Journey,7.99,77,2017
"['Design &amp; Illustration', 'Utilities', 'Early Access']",Illwinter's Floorplan Generator,4.99,72,2017
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Anchorage,29.99,72,2017
['Strategy'],Talisman: The Horus Heresy - Heroes & Villains 4,3.99,72,2017
"['Indie', 'RPG', 'Strategy']",Regalia: Of Men and Monarchs,24.99,73,2017
"['Adventure', 'Indie', 'Strategy']",Beholder - Blissful Sleep,3.99,72,2017
['RPG'],Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Soundtrack / デジタル・サウンドトラック,4.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead Song Pack,11.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Truckin’”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Casey Jones”,2.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Brigands (Token Pack),4.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Friend of the Devil”,2.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Frozen North (Token Pack),4.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - B02: Happiness in Slavery (PFRPG),5.99,72,2017
['Casual'],Interplay Solitaire,19.99,72,2017
"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT - Celestial Adventurer's Pack,29.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),9.99,72,2017
"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube - Official Soundtrack,2.99,72,2017
"['Indie', 'RPG']",Equilibrium Of Divinity - Original Soundtrack,6.99,72,2017
"['Adventure', 'Indie']",Planet RIX-13,2.99,72,2017
"['Adventure', 'Indie', 'RPG']",Creatures Such as We,4.99,72,2014
['Casual'],Safari Venture,6.99,72,2017
"['Adventure', 'Indie', 'RPG']",Stay! Stay! Democratic People's Republic of Korea!,9.99,72,2017
"['Adventure', 'Indie', 'RPG']",Neighbourhood Necromancer,3.99,72,2014
"['Action', 'Casual', 'Indie']",Plasma Puncher,5.99,69,2017
"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 6,4.99,72,2017
"['Indie', 'RPG', 'Early Access']",Forged Adventure,4.99,72,2017
"['Indie', 'RPG']",Forged Adventure Soundtrack,1.99,72,2017
"['Indie', 'RPG', 'Simulation', 'Early Access']",>//:System.Hack,10.99,72,2017
"['Adventure', 'Casual', 'Indie']",Crappy Day Enhanced Edition,0.99,72,2017
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Dallas/Fort Worth International,24.99,72,2017
['Racing'],Redout - Neptune Pack,7.99,72,2017
"['Casual', 'Indie']",#monstercakes OST,0.99,72,2017
"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports', 'Early Access']",SecondSpeed,1.99,72,2017
"['Casual', 'Indie']",A Butterfly in the District of Dreams,9.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Jade's Journey 2,3.99,72,2017
"['Action', 'Indie', 'Early Access']",AEGIS 2186,4.99,72,2017
"['Action', 'Indie']",Machine Hunt,2.99,72,2017
['RPG'],Two Worlds Soundtrack by Harold Faltermayer,7.99,72,2017
['RPG'],Two Worlds II - Digital Deluxe Content,6.99,72,2017
['RPG'],Two Worlds II - Soundtrack,4.99,72,2017
['RPG'],Two Worlds II - PotFF Soundtrack,2.99,72,2017
"['Action', 'Adventure', 'RPG']",X-Blades - Digital Deluxe Content,6.99,72,2017
"['Action', 'Indie']",Fat Mask,9.99,72,2017
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",Scribbled Arena,8.99,72,2017
"['Adventure', 'Indie']",OVIVO,7.99,71,2017
"['Adventure', 'Indie']",OVIVO Soundtrack by Brokenkites + Artbook,2.99,72,2017
"['Action', 'Adventure', 'RPG']",X-Blades - Soundtrack,6.99,72,2017
"['Action', 'Casual', 'Indie']",Don't Touch The Zombies,9.99,72,2017
"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Basic Pack - Rewards,4.99,72,2017
"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Starter Pack - Rewards,11.99,72,2017
"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Premium Pack - Rewards,23.99,72,2017
['Casual'],Solitaire Club,6.99,72,2017
['Utilities'],Start10,4.99,72,2017
"['Adventure', 'Indie', 'Strategy']","Remember, Remember",15.99,72,2017
['Casual'],Galact Quest,6.99,72,2017
"['Adventure', 'Indie', 'RPG', 'Strategy']",Renowned Explorers: The Emperor's Challenge,7.49,72,2017
"['Action', 'Adventure', 'Indie', 'Simulation']",Rozkol,2.99,72,2016
['Indie'],WAVESHAPER: Original Soundtrack,0.99,72,2017
['Action'],Battlezone - Hi-Viz Skins Pack,3.99,72,2017
['Action'],Battlezone - All Skins Pack,9.99,72,2017
"['Indie', 'RPG', 'Strategy']",Royal Offense,2.99,72,2017
['Action'],Battlezone - Cannon Turret (Bobblehead),0.99,72,2017
['Action'],Battlezone - Bobblehead Pack,4.99,72,2017
['Action'],Battlezone - Classic Camo (Skin),0.99,72,2017
['Action'],Battlezone - Military Camo Skins Pack,3.99,72,2017
['Action'],Battlezone - Classic Tiger (Skin),0.99,72,2017
['Action'],Battlezone - Safari Camo Skins Pack,3.99,72,2017
['Action'],Battlezone - Digital Camo (Skin),0.99,72,2017
['Action'],Battlezone - Classic Neon (Skin),0.99,72,2017
['Action'],Battlezone - Flame Neon (Skin),0.99,72,2017
['Action'],Battlezone - Green Tiger (Skin),0.99,72,2017
['Action'],Battlezone - Hot Neon (Skin),0.99,72,2017
['Action'],Battlezone - Joust Knight (Bobblehead),0.99,72,2017
['Action'],Battlezone - Judge Dredd (Bobblehead),0.99,72,2017
['Action'],Battlezone - Judge Death (Bobblehead),0.99,72,2017
['Action'],Battlezone - Missile Turret (Bobblehead),0.99,72,2017
['Action'],Battlezone - Modern Camo (Skin),0.99,72,2017
['Action'],Battlezone - Natural Camo (Skin),0.99,72,2017
['Action'],Battlezone - Red Tiger (Skin),0.99,72,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",Landless,14.99,72,2017
"['Indie', 'Simulation', 'Strategy']",Block'hood,14.99,77,2017
['Action'],Battlezone - Pink Tiger (Skin),0.99,72,2017
"['Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Mist,4.99,72,2017
"['Adventure', 'Indie']",A SECOND BEFORE US,8.99,72,2017
['Simulation'],OMSI 2 Add-On Citybus i280 Series,14.99,72,2017
"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 240 PLEX,9.99,72,2017
"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 500 PLEX,19.99,72,2017
"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 110 PLEX,4.99,72,2017
"['Adventure', 'Casual']",Beyond: Light Advent Collector's Edition,9.99,72,2017
"['Adventure', 'Casual', 'Indie', 'Early Access']",Calico & Co.,4.99,72,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",Andarilho,2.97,72,2017
"['Casual', 'Indie']",Lily of the Valley,2.99,72,2017
"['Casual', 'Indie']",Lily of the Valley - Original Soundtrack,0.99,72,2017
"['Indie', 'Simulation']",Tower!2011:SE - La Guardia [KLGA] Airport,9.99,72,2017
"['Action', 'Indie']",Monster Slayers - Fire and Steel Expansion,4.99,72,2017
"['Adventure', 'Indie', 'Simulation']",OMEGA PATTERN - VISUAL NOVEL,4.99,72,2017
"['Action', 'Adventure', 'Indie']",The Astral Hero,0.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG']",Opaline,3.99,72,2017
"['Adventure', 'Indie']",Human: Fall Flat Official Soundtrack,4.99,72,2017
"['Utilities', 'Video Production']",AVOlight.Space - Unlock Media Players,9.99,72,2017
"['Casual', 'Indie']",Blockle,4.99,72,2017
"['Casual', 'Indie']",Cat or Bread?,0.99,72,2017
['RPG'],Atelier Firis - Costume: Ritual Cleric / フィリス衣装『リチュアルクレリック』,1.99,72,2017
['RPG'],Atelier Firis - Character: Shanon / 追加キャラクター『シャノン』,6.99,72,2017
['RPG'],Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,1.99,72,2017
['RPG'],Atelier Firis - Costume: Noble Wizard / イルメリア衣装『ノーブルウィザード』,1.99,72,2017
['RPG'],Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,1.99,72,2017
['Sports'],NBA Playgrounds,19.99,67,2017
['RPG'],Atelier Firis - Costume: Duel Warrior / ドロッセル衣装『デュエルウォーリア』,1.99,72,2017
['RPG'],Atelier Firis - Costume: Crest Paladin / シャノン衣装『クレストパラディン』,1.99,72,2017
"['Adventure', 'Casual']",Run Away,4.99,72,2017
"['Action', 'Casual', 'Indie']",POBEDA,0.99,72,2017
"['Action', 'Indie', 'Early Access']",B-12: Brantisky Mk. 12,8.99,72,2017
"['Adventure', 'Indie', 'Simulation', 'Early Access']",Sonder. Episode ONE,3.99,72,2017
"['Adventure', 'Casual', 'Simulation']",planetarian HD,9.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Star Explorers,4.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG']",World to the West - Soundtrack,1.99,72,2017
"['Action', 'Adventure', 'Indie', 'Simulation']",Survival Zombies The Inverted Evolution,4.99,72,2017
"['Adventure', 'Casual', 'Indie']",Frosty Kiss - Digital Soundtrack,1.99,72,2017
"['Casual', 'Indie']",Eventide Night - OST,9.99,72,2017
"['Casual', 'Indie', 'Simulation', 'Early Access']",Buildanauts,14.99,72,2017
"['Action', 'Adventure', 'Indie']",ARC Continuum,9.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Kentucky 1861,4.99,72,2017
"['Indie', 'Strategy']",Wars Across The World,14.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Austerlitz 1805,9.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Berlin 1945,9.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Bull Run 1861,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Carrhae 53,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Hamilkar 264,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Korea 1950,9.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Mali 2012,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Missouri 1861,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Six Days 1967,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Tannenberg 1914,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: Waterloo 1815,4.99,72,2017
"['Indie', 'Strategy']",Wars Across the World: West Virginia 1861,4.99,72,2017
"['Indie', 'Strategy']",Wars across the Wolrd: Bulge 1944,4.99,72,2017
"['Action', 'Free to Play']",Fight Songs: The Music Of Team Fortress 2,12.99,72,2017
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Clown2Beat Crazy Circus,4.99,72,2017
"['Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",Duck Life: Space,3.99,72,2017
"['Action', 'Indie']",Shio,11.99,72,2017
"['Action', 'Indie']","Rock, Ken, Bo",3.99,72,2017
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Lugano,19.99,72,2017
"['Action', 'Indie', 'RPG', 'Early Access']",Deep Dark Dungeon,9.99,72,2017
"['Adventure', 'Casual']",Lost Lands: The Wanderer,6.99,72,2017
"['Adventure', 'Casual']","Cadenza: Music, Betrayal and Death Collector's Edition",9.99,72,2017
"['Indie', 'Strategy']",Time in Time,2.99,72,2017
"['Action', 'Adventure', 'Indie']",Riptale Soundtrack,4.99,72,2017
"['Action', 'Sports']",Steep™ - Winterfest Pack,11.99,72,2017
['RPG'],The Legend of Heroes: Trails in the Sky the 3rd,29.99,83,2017
"['Action', 'Casual', 'Indie']",WAVESHAPER,0.99,72,2017
"['Action', 'Indie']",Apple Jack 1&2,6.99,72,2017
"['Action', 'Simulation']",Shattered Steel,9.99,72,1996
"['Indie', 'Simulation']",Tower!2011:SE,24.99,72,2017
['Simulation'],TANE DLC: Shmmns Coil Transporter,7.99,72,2017
"['Adventure', 'Casual', 'Indie']",SPACEPLAN,2.99,72,2017
"['Action', 'Indie']",Battle Bruise,0.99,72,2017
"['Action', 'Indie', 'Strategy']",Kick Speed : Global Operations ( KS : GO ),2.99,72,2017
"['Action', 'Indie']",ATOMINE,9.99,72,2017
"['Action', 'Indie']",Warhammer: End Times - Vermintide Stromdorf,6.99,72,2017
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Macabre Card Deck,1.99,72,2017
"['Adventure', 'Free to Play']",Tap Adventure: Time Travel - Beginner's Pack,11.99,72,2017
"['Adventure', 'Casual', 'Indie']",SPACEPLAN Soundtrack,2.99,72,2017
"['Casual', 'Indie']",Eventide Night,1.99,72,2017
"['Action', 'Indie']",H-Hour: Worlds Elite - Soundtrack,4.99,72,2017
"['Action', 'Racing']",Chromadrome 2,2.99,72,2007
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #1 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #2 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #3 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #2 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",- Arcane preRaise -,2.99,72,2017
"['Action', 'RPG']",NieR:Automata™ - 3C3C1D119440927,13.99,72,2017
"['Action', 'Adventure', 'Indie']",TumbleSeed - Original Soundtrack,6.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #1 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Starter Pack for Arcane (pre)Raise,0.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Mix Tape Song Pack,11.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – David Bowie - “Moonage Daydream”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Marvin Gaye & Tammi Terrell - “Ain’t No Mountain High Enough”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Redbone - “Come and Get Your Love”,2.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #3 + Starter Pack for Arcane (pre)Raise,3.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Blue Swede - “Hooked on a Feeling”,2.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Raspberries - “Go All the Way”,2.99,72,2017
"['Action', 'Adventure']",Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,3.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 1: Stolen Land (PFRPG),19.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 2: Rivers Run Red (PFRPG),19.99,72,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Kingmaker AP 3: The Varnhold Vanishing (PFRPG),19.99,72,2017
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",Gluon,3.99,72,2017
"['Indie', 'RPG']",Last Dream: World Unknown,9.99,72,2017
['Racing'],Extreme-G 2,7.99,72,1998
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Tower in the Sky : Tactics Edition,9.99,72,2017
"['Adventure', 'Casual', 'Indie']",Darkarta: A Broken Heart's Quest CE - Music Pack,9.99,72,2017
"['Action', 'Indie', 'Simulation']",Vertical Strike Endless Challenge,4.99,72,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Westboro,17.99,72,2017
['Simulation'],TS Marketplace: Ootz 42 Wagon Pack Add-On,4.99,72,2017
"['Action', 'RPG']",Westboro Soundtrack,1.99,72,2017
['Simulation'],TS Marketplace: Fads 177 Wagon Pack Add-On,4.99,72,2017
['Simulation'],TS Marketplace: Tagnoos 898 Wagon Pack Add-On,4.99,72,2017
"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest,10.96,72,2017
['Indie'],Blossoms Bloom Brightest - Guide Book,1.99,72,2017
"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Sara Daki,2.99,72,2017
"['Action', 'Adventure', 'Indie']",One Dog Story,9.99,72,2017
"['Action', 'Adventure', 'Indie']",One Dog Story - The Complete Soundtrack,3.99,72,2017
"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Erica Daki,2.99,72,2017
"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Kotoha Daki,2.99,72,2017
"['Casual', 'Indie']",Cublast HD,9.99,72,2017
['Simulation'],FSX Steam Edition: Night Environment: Germany Add-On,18.99,72,2017
"['Adventure', 'Indie', 'RPG']",A Midsummer Night's Choice - Commentary Track,0.99,72,2017
"['Action', 'Casual', 'Indie', 'Sports']",Extra Life Backpack,4.99,72,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Mini Ghost,1.99,72,2017
"['Adventure', 'Indie', 'Strategy']",Gold Rush! 2,14.99,72,2017
"['Adventure', 'Casual']",Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,9.99,72,2017
"['Action', 'Casual', 'Indie']",Creature Clicker - Starter Pack,0.99,72,2017
"['Action', 'Casual', 'Indie']",Creature Clicker - Supporter Pack,1.99,72,2017
"['Action', 'Casual', 'Indie']",Creature Clicker - Deluxe Pack,2.99,72,2017
"['Action', 'Casual', 'Indie', 'Early Access']","Creature Clicker - Capture, Train, Ascend!",1.99,72,2017
"['Action', 'Indie', 'Strategy']",NEXT JUMP: Shmup Tactics,4.99,72,2017
"['Action', 'Adventure', 'Casual']",The Eden of Grisaia,29.99,72,2017
['Adventure'],Higurashi When They Cry Hou - Ch. 5 Meakashi,7.99,72,2017
"['Action', 'Indie']",Project of the Developer,1.99,72,2017
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Vagrant Hearts Zero,2.99,72,2017
"['Design &amp; Illustration', 'Early Access']",Arcane Mapper,9.99,72,2017
"['Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",Jidousha Shakai,19.99,72,2017
"['Adventure', 'Indie']",Dong-Jin Rice-hime（東津萌米）,19.99,72,2017
"['Adventure', 'Indie']",Neighboring Islands,4.99,72,2017
"['Adventure', 'Casual', 'Indie']",Olav: the story of one boy,2.99,72,2017
"['Adventure', 'Indie']",Neighboring Islands - soundtrack,0.99,72,2017
"['Action', 'Adventure', 'Indie']",MinosMaze - The Minotaur's Labyrinth,4.99,72,2017
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - In the Name of Odin,7.99,72,2017
"['Action', 'Indie', 'Massively Multiplayer']",Killer Elite – Time to Die,0.99,72,2017
"['Casual', 'Indie', 'Strategy']",Warpaint - Original Soundtrack [OST],4.99,72,2017
"['Action', 'Casual', 'Indie']",Crazy Veggies,1.99,72,2017
"['Adventure', 'Indie']",Agatha Knife - Original Soundtrack,2.99,72,2017
"['Indie', 'RPG', 'Strategy']",Expeditions: Viking,29.99,74,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Swingin Swiggins - SoundTrack,0.99,72,2017
"['Adventure', 'Casual']",Queen's Quest 3: The End of Dawn,9.99,72,2017
"['Indie', 'RPG', 'Strategy']",Expeditions: Viking - Soundtrack and Art Book,9.99,72,2017
"['Casual', 'Indie']",Древняя Русь,1.99,72,2017
"['Casual', 'Indie']",Древняя Русь. Золотое издание,3.99,72,2017
"['Indie', 'Sports']",Bunny Hop League,5.99,72,2017
"['Action', 'Adventure', 'Casual', 'Indie']",de Blob,19.99,72,2017
"['Action', 'Indie', 'Strategy']",Ix the Interloper - Awesomenauts Character,5.99,72,2017
"['Action', 'Indie', 'Strategy']",Gnaw - Awesomenauts Character,3.99,72,2017
"['Action', 'Indie', 'Strategy']",Jimmy and the LUX5000 - Awesomenauts Character,5.99,72,2017
"['Action', 'Indie', 'Strategy']",Ksenia - Awesomenauts Awesomenauts,4.99,72,2017
"['Action', 'Indie', 'Strategy']",Leon Chameleon - Awesomenauts Character,2.99,72,2017
"['Action', 'Indie', 'Strategy']",Max Focus - Awesomenauts Character,4.99,72,2017
"['Action', 'Indie', 'Strategy']",Ted McPain - Awesomenauts Character,4.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Figure It Out”,2.99,72,2017
"['Action', 'Indie', 'Strategy']",Penny Fox - Awesomenauts Character,5.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Little Monster”,2.99,72,2017
"['Action', 'Indie', 'Strategy']",Nibbs - Awesomenauts Character,4.99,72,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Royal Blood - “Out of the Black”,2.99,72,2017
"['Action', 'Indie']",Immortal Redneck - Original Soundtrack,4.99,72,2017
"['Action', 'Indie']",Immortal Redneck - Digital Artbook,3.99,72,2017
"['Action', 'Indie']",Immortal Redneck,19.95,70,2017
"['Action', 'Indie']",Don't Get Hit In The Face - Sountrack,3.99,72,2017
"['Adventure', 'Casual', 'Indie']",Pinstripe,14.99,72,2017
"['Adventure', 'Indie']",What Remains of Edith Finch,19.99,89,2017
"['Adventure', 'Casual', 'Indie']",Pinstripe Original Soundtrack,4.99,72,2017
['Action'],Sniper Ghost Warrior 3 - Season Pass,19.99,72,2017
"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Sniper Pack,19.99,72,2017
"['Action', 'Free to Play', 'Strategy']","Games of Glory - ""Gladiators Pack""",24.99,72,2017
"['Casual', 'Strategy']",LOGistICAL - New Zealand,1.99,72,2017
"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports']",FreeStyleFootball - Card Pack (CF),9.99,72,2017
